filename,dbh,residual_dbh,fdbh,dab,residual_dab,fdab,buttress_h,height,pa,crown_vol,crown_depth,fname_noext,tag.x,tag6,tag.y,dbh_2019,species_code,species,priority,lianas_2011,lianas_2012,lianas_2013,lianas_2014,lianas_2015,lianas_2016,lianas_2017,lianas_2018,lianas_2019,lianas_2020,lianas_2021,lianas_2022,lianas_2023,lianas_2024,recorded_years,infested_years,first_inf,last_inf,H1_category,calc.dbh,dendroDiam,dendroHt,paintDiam,paintHt,crown,illumination,stemdead,DendroID,measure,date,fid,sbpltnm,quadrnt,lianas_2019_field,notes_2019,notes_2025,liana_tag_1,liana_tag_2,liana_tag_3,liana_tag_4,liana_tag_5,infestation_type,mode_l1,mode_l2,mode_l3,mode_l4,mode_l5,five_plus,x,y,priority_field,px,py,fid_tls,quadrnt_tls,dist,angle,x_tls,y_tls,x_aligned,y_aligned,dbh_cm,crown_base_h,log_dbh,log_depth,log_area,log_vol,log_height,slenderness,log_slender,cbh_ratio,log_cbh
ALBLAC_1082.txt,0.536428242783297,0.00466098244369946,NA,0.429256351015683,2.142693469146e-4,NA,5.32,33.156,61.3245975000001,388.451059198,17.585,ALBLAC_1082,1082,001082,1082,480.10021260273936,ALSEBL,Alseis blackiana,high,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012,2011,2012,Lost lianas,483.62579283381694,NA,3.9,NA,4,4,4,alive,1436,108.72,2024-12-12,677,82,4314,0,sub correcte: 1,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8473804978731,9.15357424641487,completed,860.6,285.9,677,4314,906.846828301,0.28827651536,-79.8473804978731,9.15357424641487,-23.22892786581326,24.76430469528748,48.01002126027394,15.570999999999998,3.8714097653728685,2.867046265925946,4.11618102673125,5.962167188122021,3.50122369572928,0.6906058179031687,-0.3701860696435886,0.46962842321148507,-0.7558134858699922
ALBLAC_1283.txt,0.634318498738705,0.00247869889246264,NA,0.617814587442358,0.00131139056571416,NA,6.52,29.83,175.832142499999,1129.43777454217,17.309,ALBLAC_1283,1283,001283,1283,711.6642967027257,ALSEBL,Alseis blackiana,high,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2013;2014,2012,2014,Lost lianas,719.3045935828991,NA,3.8,NA,3.7,3,3,alive,3149,114.77,2024-12-12,678,82,4215,0,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,scrambling,NA,NA,NA,NA,-79.8475459558704,9.15375928233463,completed,841.7,305.7,678,4215,895.495047446,0.315917062217,-79.8475459558704,9.15375928233463,-37.56197005271184,2.163569665090222,71.16642967027256,12.520999999999997,4.26502121383492,2.8512265974442617,5.1695298041473245,7.0294752432370275,3.395514598526657,0.4191583045293686,-0.8695066153082629,0.4197452229299362,-0.8681073638398468
ALBLAC_1718.txt,0.408107089767365,8.8187028475382e-4,NA,0.405705560695346,5.0683437938859e-4,NA,3.34,29.196,59.5666490000001,308.587872098,16.105,ALBLAC_1718,1718,001718,1718,433.8444546122969,ALSEBL,Alseis blackiana,high,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,2016;2017;2018;2019,2018,2018,2018,Lost lianas,459.9074371737126,NA,3.1,NA,3,4,4,alive,232723,152.02,2024-12-12,676,77,4020,0,NA,NA,NA,NA,NA,NA,NA,Direct,scrambling,NA,NA,NA,NA,NA,-79.8477211192659,9.1546884886659,completed,818.8,407.7,676,4020,914.687230697,0.42952248671,-79.8477211192659,9.1546884886659,-5.431056562392541,19.634445843017893,43.38444546122969,13.091000000000001,3.770100977355068,2.779129782783162,4.087095836910772,5.732006639409559,3.374031713589386,0.6729600825736236,-0.3960692637656823,0.44838334018358683,-0.8021067423914238
ALBLAC_2326.txt,0.579683660056752,0.00186217569986608,NA,0.564438720250963,4.987624226506e-4,NA,5.32,28.015,96.845448,584.312553518833,14.714,ALBLAC_2326,2326,002326,2326,604.7838817475385,ALSEBL,Alseis blackiana,high,0,1,1,1,1,0,0,1,1,0,1,2,1,4,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2013;2014;2015;2018;2019,2012,2018,Persistently infested,619.3299018025054,NA,3.1,NA,3,4,5,alive,4062,162.13,2024-12-05,673,72,3612,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.848664728505,9.15323610095579,completed,720.9,243.5,673,3612,760.913306494,0.29327745052,-79.848664728505,9.15323610095579,-27.592280858292497,47.874784268957995,60.47838817475385,13.301,4.10228608096644,2.6887994215100726,4.573116388232184,6.370436034044356,3.332740081017248,0.46322332399219934,-0.7695459999491926,0.4747813671247546,-0.7449008606460886
ALBLAC_2467.txt,0.421661024501379,0.00140520657177743,NA,0.438359072944832,0.00102378072455917,NA,6.28,28.682,108.8234015,693.078935853833,17.401,ALBLAC_2467,2467,002467,2467,527.7490727466145,ALSEBL,Alseis blackiana,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2013,2013,2013,Lost lianas,541.2217609366282,NA,3.5,NA,3.4,4,4,alive,1205,113.51,2024-12-06,671,69,3517,0,NA,Crown appears on infested. One Liana using adhesive roots to climb partially up trunk.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8486922106645,9.15417002505129,completed,714.2,346.6,671,3517,793.859685335,0.419354399042,-79.8486922106645,9.15417002505129,-46.718850871265886,-29.742791151320517,52.77490727466145,11.280999999999999,3.966035836739216,2.8565276758334415,4.689726398610058,6.5411438972542575,3.3562697483070205,0.5434779799939305,-0.6097660884321956,0.39331287915765983,-0.9331498536842373
ALBLAC_2470.txt,0.359659401527882,6.0818758680314e-4,NA,0.324776747449613,2.2840206912323e-4,NA,5.44,24.504,43.8482039999995,204.622129363667,15.313,ALBLAC_2470,2470,002470,2470,379.5259250424849,ALSEBL,Alseis blackiana,high,4,4,4,0,3,3,2,1,1,1,2,2,2,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2015;2016;2017;2018;2019,2011,2018,Persistently infested,388.7132126043951,NA,3.8,NA,3.7,4,3,alive,1200,67.23,2024-12-06,421,69,3516,55,NA,NA,01350664,NA,NA,NA,NA,Both,tendrils,adhesive_roots,adhesive_roots,adhesive_roots,adhesive_roots,NA,-79.848756322528,9.1541089548891,completed,707.4,339.6,421,3516,784.692882598,0.415112345709,-79.848756322528,9.1541089548891,-40.14002222819852,-24.148673841266913,37.95259250424849,9.191,3.636337815190803,2.7287021408330707,3.780733760168668,5.321165006826454,3.1988363695304742,0.6456475930401058,-0.4375014456603287,0.37508161932745676,-0.9806116251545016
ALBLAC_2681.txt,0.460343512694804,0.00151308572390147,NA,0.484364440000233,0.001240257811865,NA,3.34,22.077,112.1261115,552.030274360833,17.986,ALBLAC_2681,2681,002681,2681,513.1735229423556,ALSEBL,Alseis blackiana,high,2,2,1,1,2,3,2,3,3,2,2,2,3,2,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,515.6054884421605,NA,2.7,NA,2.6,4,4,alive,232627,110.89,2024-12-05,379,68,3414,25,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8489421246715,9.15375267777482,completed,688.4,299.5,379,3414,750.729518535,0.377903567734,-79.8489421246715,9.15375267777482,-30.74237795353872,-21.939911109192835,51.31735229423556,4.091000000000001,3.938028946332254,2.8895936774923237,4.719624233373304,6.3136028896297525,3.094536342612572,0.4302053596494668,-0.8434926037196825,0.18530597454364273,-1.68574690366531
ALBLAC_3120.txt,0.366757040573441,0.00112435483248765,NA,0.375159710843654,1.8029942653071e-4,NA,2.86,23.251,64.3977299999999,178.773803905333,12.64,ALBLAC_3120,3120,003120,3120,384.43704710434,ALSEBL,Alseis blackiana,high,4,4,4,4,4,4,3,4,4,4,3,3,2,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,394.4629087881814,NA,3.3,NA,3,4,3,alive,1112,104.81,2024-12-06,523,64,3224,100,NA,NA,01320758,01320770,NA,NA,NA,Both,prehensile_branches,scrambling,adhesive_roots,scrambling,NA,NA,-79.8492924855986,9.15540748821494,completed,643.4,481,523,3224,803.320957028,0.609494739935,-79.8492924855986,9.15540748821494,-26.99240280511907,37.43905655690867,38.443704710434005,10.611,3.6491949559002723,2.5368663887187113,4.16507838404186,5.186121341409116,3.1463481418611177,0.6048064351532033,-0.5028468140391549,0.4563674680658896,-0.7844569429696644
ALBLAC_3135.txt,0.361014117468728,5.7116258090666e-4,NA,0.456299273295645,1.6741364326797e-4,NA,4.54,22.582,28.3756385000005,95.9280949425,10.791,ALBLAC_3135,3135,003135,3135,426.211569661879,ALSEBL,Alseis blackiana,high,1,4,3,3,4,3,4,4,4,4,4,NA,4,4,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,424.7797004964179,NA,1.7,NA,1.6,4,5,alive,1103,85.97,2024-11-28,467,64,3124,90,NA,Many species present and lots of tendrils,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.8494843486753,9.1555418802026,completed,621.8,495.1,467,3124,794.832844062,0.639979274529,-79.8494843486753,9.1555418802026,-43.80657497343435,17.347917065861566,42.621156966187904,11.791,3.7523507723880836,2.3787124533815964,3.3455309777510567,4.563598899803313,3.1171531287583303,0.5298307602938768,-0.635197643629753,0.522141528651138,-0.6498166001637942
ALBLAC_3145.txt,0.329511013841386,0.00104042194376702,NA,0.337773211220738,5.0130991241994e-4,NA,4.42,18.623,16.4018299999998,40.2950967203333,11.702,ALBLAC_3145,3145,003145,3145,400.65470657305013,ALSEBL,Alseis blackiana,high,4,4,4,4,4,4,4,4,3,3,3,4,2,1,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,401.0698241763323,NA,3.1,NA,3,4,4,alive,1098,106.99,2024-12-06,524,64,3123,100,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8493662121306,9.15535761767537,completed,635.5,475.2,524,3123,793.520818883,0.609601697024,-79.8493662121306,9.15535761767537,-22.410134365776685,28.851018947964235,40.06547065730501,6.921000000000001,3.690514882504227,2.4597597673660445,2.7973929139708105,3.696229792079669,2.924397375949369,0.46481420770741716,-0.7661175065548582,0.3716372227890244,-0.9898371080896423
ALBLAC_3554.txt,0.406778208454839,7.0659520620541e-4,NA,0.432208280712053,6.4326021670839e-4,NA,2.92,22.002,65.5640065000007,331.944337440333,15.081,ALBLAC_3554,3554,003554,3554,468.1717424223339,ALSEBL,Alseis blackiana,high,3,4,3,2,2,0,NA,0,1,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2018;2019,2011;2012;2013;2014;2015;2019,2011,2015,Persistently infested,471.3699275855836,NA,3.1,NA,3,3,4,alive,1008,91.02,2024-12-05,668,59,2913,0,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,tendrils,adhesive_roots,NA,NA,NA,-79.8498392676541,9.15351844153213,completed,590.8,270.1,668,2913,649.614231679,0.396343251894,-79.8498392676541,9.15351844153213,-36.468449764524735,-39.659948439012965,46.81717424223339,6.920999999999999,3.8462501065941095,2.7134356733785476,4.183026863966891,5.804967296548012,3.091133358317244,0.4699557450041949,-0.7551167482768657,0.3145623125170439,-1.1565730904575175
ALBLAC_359.txt,0.58391841605307,0.01093295689679259,NA,0.453334029015884,0.00112008616756773,NA,4.3,30.525,93.33588,393.718955731167,16.724,ALBLAC_359,359,000359,359,491.8318048452896,ALSEBL,Alseis blackiana,high,2,3,2,3,2,2,4,1,1,1,1,2,0,2,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,506.120152694453,NA,3.5,NA,3.4,2,3,alive,1658,123.45,2024-12-12,683,94,4717,0,NA,NA,01470792,NA,NA,NA,NA,Direct,scrambling,prehensile_branches,adhesive_roots,adhesive_roots,NA,NA,-79.8465741745657,9.15404335101398,completed,947.3,340.9,683,4717,1006.7721192,0.312973181097,-79.8465741745657,9.15404335101398,-26.74455608029666,-39.62295756715747,49.18318048452896,13.800999999999998,3.895551704980238,2.8168448134943187,4.5362045998431775,5.97563734444409,3.4185460199967683,0.6206390009609469,-0.47700568498346974,0.4521212121212121,-0.7938049666908655
ALBLAC_3600.txt,0.419490023120464,0.00187787712588366,NA,0.404426418073834,4.0367339421565e-4,NA,5.44,31.46,98.6289084999999,747.066823861333,25.578,ALBLAC_3600,3600,003600,3600,464.7125450620408,ALSEBL,Alseis blackiana,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,470.32494862052465,NA,3.7,NA,3.6,4,3,alive,987,156.08,2024-12-11,664,58,2906,0,NA,Very low levels of infestation in crown,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,NA,-79.849934152206,9.15229566826415,completed,585.2,134.6,664,2906,600.479974687,0.193612103835,-79.849934152206,9.15229566826415,-38.0160615033235,-41.926907148526354,46.47125450620408,5.8820000000000014,3.838833938777348,3.2417326070111283,4.5913644082920735,6.616154637438846,3.4487168976301317,0.6769776356220376,-0.3901170411472164,0.18696757787666882,-1.6768200574983283
ALBLAC_3602.txt,0.461511778757629,0.00213846717379493,NA,0.390505247379597,5.7147371630371e-4,NA,6.7,29.234,133.175544,930.322468974833,16.24,ALBLAC_3602,3602,003602,3602,489.6708675682143,ALSEBL,Alseis blackiana,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012,2012,2012,Lost lianas,512.8701830019933,NA,3.3,NA,3,4,3,alive,233278,114.66,2024-12-11,665,58,2906,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8499735127885,9.15218847652053,completed,581.3,122.6,665,2906,594.08791437,0.175397556495,-79.8499735127885,9.15218847652053,-33.04076290707144,-29.845587733115053,48.96708675682143,12.994000000000003,3.8911483735795116,2.787477334733532,4.89166813764548,6.835531266879745,3.375332415467101,0.5970132580110561,-0.5158159581124108,0.44448245193952257,-0.8108447030087615
ALBLAC_3612.txt,0.473949607910716,0.00163910566382811,NA,0.484209619733398,3.1672484297702e-4,NA,5.26,33.186,164.177784,1373.7477590785,21.926,ALBLAC_3612,3612,003612,3612,545.9796282412533,ALSEBL,Alseis blackiana,high,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2014;2016,2012,2016,Lost lianas,556.9999381756469,557,3.6,562,3.5,4,2,alive,234774,17.24,2024-12-10,666,58,2905,0,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,twining,NA,NA,NA,NA,-79.8499102669009,9.15199711012365,completed,589,101.7,666,2905,597.715559443,0.138516899497,-79.8499102669009,9.15199711012365,-38.96782215743872,-7.559029161492866,54.59796282412533,11.260000000000002,3.9999965711413346,3.087673147252348,5.100949889448106,7.225297874472461,3.502128100240596,0.6078248763035536,-0.4978684709007385,0.33929970469475085,-1.0808714775290515
ALBLAC_4528.txt,0.43028534183465,0.00227135896073073,NA,0.462381072164271,9.5394092196403e-4,NA,6.22,29.558,88.6553115000001,606.1856812015,17.338,ALBLAC_4528,4528,004528,4528,504.5542980947911,ALSEBL,Alseis blackiana,high,1,0,1,1,1,1,0,0,1,1,0,1,0,1,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2013;2014;2015;2016;2019,2011,2016,Persistently infested,497.5812267106362,NA,3.7,NA,3.5,4,2,alive,3303,57.93,2024-11-28,251,49,2316,5,sub:correcto(1,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8510074880536,9.15407835860974,completed,460.3,327.4,251,2316,564.860026909,0.585790458184,-79.8510074880536,9.15407835860974,-32.33469417540982,-13.402879816492316,50.45542980947911,12.219999999999999,3.9210903685498963,2.8529006244464488,4.484755946122993,6.407186343759942,3.386354434792381,0.5858239660550253,-0.5347359337575155,0.4134244536166181,-0.8832804810489318
ALBLAC_5540.txt,0.414652216640624,0.00123139565599412,NA,0.435586332406827,0.00133363252113399,NA,6.22,28.625,104.843755000001,494.822184869167,21.893,ALBLAC_5540,5540,005540,5540,485.73523494470993,ALSEBL,Alseis blackiana,high,3,1,0,0,2,3,1,2,1,0,3,2,2,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2015;2016;2017;2018;2019,2011,2018,Persistently infested,485.8689734182717,NA,4.1,NA,4,4,3,alive,543,17.22,2024-11-21,431,31,1708,75,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,adhesive_roots,NA,NA,NA,NA,-79.8520077603258,9.15264516222161,completed,356.1,165.1,431,1708,392.511426585,0.401671007216,-79.8520077603258,9.15264516222161,-59.44958399195053,-7.38736090124651,48.57352349447099,6.731999999999999,3.8830785983933094,3.086166951025199,4.652471194296079,6.204198475546306,3.3542804618744038,0.5893128177793879,-0.5287981365189055,0.23517903930131,-1.4474081855458443
ALBLAC_5891.txt,0.350270154345266,0.0014241199451152,NA,0.39756324589094,6.8423165587841e-4,NA,4.48,25.553,85.5606054999999,372.352725700833,11.822,ALBLAC_5891,5891,005891,5891,429.9798359367125,ALSEBL,Alseis blackiana,high,0,1,1,3,0,3,1,3,0,1,1,2,0,1,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2013;2014;2016;2017;2018,2012,2018,Lost lianas,429.8228258905111,NA,4.4,NA,4.5,4,3,alive,481,49.47,2024-11-21,345,28,1504,15,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8523929992422,9.15198376169835,completed,316.4,90.5,345,1504,329.088453155,0.246129060975,-79.8523929992422,9.15198376169835,-8.456481311396168,64.0312462291646,42.99798359367125,13.731000000000002,3.761153221423607,2.469962202402178,4.4492249610942585,5.919841592395292,3.2407547265866428,0.5942836817994663,-0.5203984948369647,0.5373537353735374,-0.6210986762470279
ALBLAC_6561.txt,0.540837885319783,8.6664312040341e-4,NA,0.403091780894764,3.6649903589396e-4,NA,3.22,24.336,113.155079500001,360.700657838333,11.365,ALBLAC_6561,6561,006561,6561,426.3132526459441,ALSEBL,Alseis blackiana,high,1,0,0,1,1,1,0,0,0,0,1,0,1,1,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2014;2015;2016,2011,2016,Lost lianas,442.52531176997167,NA,3.9,NA,4,4,3,alive,2995,176.89,2024-11-15,657,19,1107,0,NA,NA,07586,NA,NA,NA,NA,Direct,twining,adhesive_roots,NA,NA,NA,NA,-79.8532328207265,9.15256008400528,completed,221.9,150.9,657,1107,268.347573121,0.564738534494,-79.8532328207265,9.15256008400528,-37.28361982362799,-33.8481169497457,42.63132526459441,12.970999999999998,3.7525893178987513,2.4305384573045066,4.728759262808584,5.888048411690289,3.191956735516937,0.5708478413222402,-0.5606325823818142,0.5329963839579224,-0.6292406391584011
ALBLAC_6745.txt,0.583077634938006,0.00193459089499091,NA,0.591410900933686,0.0017209070862292,NA,5.2,34.128,147.8618125,1018.29639524467,26.178,ALBLAC_6745,6745,006745,6745,687.5286047056038,ALSEBL,Alseis blackiana,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,709.9044890200813,NA,3.3,NA,3.2,4,3,alive,234104,12.51,2024-11-14,658,20,1014,0,NA,Very low levels of infestation in crown,NA,NA,NA,NA,NA,Both,adhesive_roots,NA,NA,NA,NA,NA,-79.8533097614306,9.15374008414629,completed,208.8,281,658,1014,350.08347576,0.899288536821,-79.8533097614306,9.15374008414629,17.729231292430654,10.664088355092872,68.75286047056038,7.949999999999999,4.230518342525655,3.2649193633695277,4.996278138271055,6.925886309197545,3.530118161728995,0.49638661964637,-0.7004001807966598,0.23294655414908577,-1.4569462330627543
ALCCOS_87714.txt,0.349651326239986,6.9918187727417e-4,NA,0.408310778356141,0.00142535199172544,NA,1.78,17.466,31.2048685,165.468603182,15.185,ALCCOS_87714,87714,087714,87714,410.46286417039136,ALCHCO,Alchornea costaricensis,low,1,1,4,1,4,1,NA,1,0,1,2,1,2,1,2011;2012;2013;2014;2015;2016;2018;2019,2011;2012;2013;2014;2015;2016;2018,2011,2018,Lost lianas,411.74692857327994,NA,1.5,NA,1.4,3,3,alive,1187,63.49,2024-11-29,248,68,3415,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8488862975479,9.15388733827269,NA,694,314.6,248,3415,761.977138765,0.39314375517,-79.8488862975479,9.15388733827269,-23.15714179781594,-3.50506908534851,41.046286417039134,2.2810000000000006,3.71470036693509,2.720308098497712,3.4405741243088688,5.108781467950023,2.860256133991541,0.4255196151618119,-0.854444232943549,0.13059658765601742,-2.03564219068929
ALCOS_87943.txt,0.440502185142144,9.3308533359457e-4,NA,0.358715084924097,4.3810643967598e-4,NA,3.94,17.688,82.0579074999996,327.1735955025,11.247,ALCOS_87943,87943,087943,87943,439.3547435721755,ALCHCO,Alchornea costaricensis,low,1,3,2,2,3,2,3,3,3,4,4,4,4,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,443.3376656638995,NA,2.9,NA,2.8,4,4,alive,3382,90.72,2024-12-06,377,69,3416,25,NA,Many Liana‘s twining around other Liana‘s.,01350632,01340557,01350631,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.848840568332,9.15394363083021,completed,698.8,321,249,3416,769.00093628,0.39814670172,-79.8488405684438,9.15394363055127,-30.25723019314978,-7.453464451792684,43.93547435721755,6.440999999999999,3.7827220656851868,2.4201014264218847,4.4074251870545,5.790490903130313,2.872886443555145,0.40259039554660647,-0.9098356221300415,0.36414518317503386,-1.0102026359903917
ALSEBL_181662.txt,0.2804119694488017,3.047796287760567e-4,NA,0.2633351460874863,1.3124640143449972e-4,NA,2.68,18.74100005626675,5.313785500000283,7.207404084799161,9.31099987030026,ALSEBL_181662,181662,181662,181662,288.9864113947444,ALSEBL,Alseis blackiana,high,1,4,4,4,4,4,3,4,4,3,2,4,1,4,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,296.52241428205133,NA,1.4,NA,1.3,4,3,alive,233668,5.74,2024-11-26,514,31,1608,100,NA,NA,NA,NA,NA,NA,NA,Both,scrambling,scrambling,NA,NA,NA,NA,-79.8522349244982,9.15268397998251,completed,331,168.5,514,1608,371.420583705,0.438409270827,-79.8522349244982,9.15268397998251,-80.92510417419601,2.336709534815583,28.89864113947444,9.43000018596649,3.363794574617592,2.23119648297666,1.6703044814495924,1.9751088427483807,2.9307136401818767,0.6485080030516472,-0.43308093443571505,0.503174865677097,-0.6868175238157804
ALSEBL_2342.txt,0.48146125890176406,0.00151801663393889,NA,0.546430902341276,0.00198385707789214,NA,2.14,21.863999783992817,88.60878900000034,389.694438699868,10.972999572754,ALSEBL_2342,2342,002342,2342,620.6546234000208,ALSEBL,Alseis blackiana,high,2,3,4,3,3,1,NA,2,2,4,2,0,3,2,2011;2012;2013;2014;2015;2016;2018;2019,2011;2012;2013;2014;2015;2016;2018;2019,2011,2018,Persistently infested,626.4494460443548,NA,1.4,NA,1.3,4,3,alive,1261,106.04,2024-12-11,380,72,3613,25,NA,NA,22407,NA,NA,NA,NA,Both,twining,tendrils,adhesive_roots,NA,NA,NA,-79.8485504421396,9.15347727630176,completed,732.5,270.6,380,3613,780.884504905,0.32140670746,-79.8485504421396,9.15347727630176,-41.859768165428136,21.462534201189527,62.06546234000208,10.891000211238817,4.128189672227236,2.3954376710725453,4.484231051336777,5.9653629415214295,3.0848414387461847,0.35227321218070035,-1.0433482334810518,0.4981247858963295,-0.6969046592569127
ALSEBL_3731.txt,0.31781502843413606,0.00109208875982346,NA,0.30091937851694306,1.428874824732132e-4,NA,4.06,21.969999510794928,33.393863000000216,162.75304846895847,16.909999370575,ALSEBL_3731,3731,003731,3731,297.8130968891281,ALSEBL,Alseis blackiana,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,300.90557672638494,NA,2.6,NA,2.5,4,2,alive,991,68.84,2024-12-05,667,59,2812,0,NA,NA,NA,NA,NA,NA,NA,Direct,twining,adhesive_roots,scrambling,NA,NA,NA,-79.849976129581,9.15335860164122,completed,576.4,251.9,667,2812,629.039402581,0.379547144942,-79.849976129581,9.15335860164122,-24.665804072443507,-21.411532758693767,29.781309688912806,5.060000140219927,3.393881005097178,2.8279051256884302,3.5083721405849673,5.09223401190532,3.0896778641295604,0.7377109919035586,-0.30420314096761797,0.2303140761443214,-1.4683113531187386
ALSEBL_8209.txt,0.405203362143228,5.6187623976845e-4,NA,0.419648577948267,3.2620638934399e-4,NA,1.72,14.5179996192456,30.6068884999999,94.9206117042207,10.2969996929169,ALSEBL_8209,8209,008209,8209,506.5507298011323,ALSEBL,Alseis blackiana,high,0,1,0,2,1,2,3,1,1,0,1,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2014;2015;2016;2017;2018;2019,2012,2018,Persistently infested,510.92632948009714,NA,3,NA,2.9,2,3,alive,28,94.01,2024-11-13,654,1,121,0,broken crown,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,adhesive_roots,NA,NA,NA,NA,-79.8548397980737,9.15515436712925,completed,35.2,431.3,654,121,432.734017614,1.45690030834,-79.8548397980737,9.15515436712925,0.04331405378320596,-64.4087932226301,50.65507298011323,4.2209999263287,3.9250393832333215,2.331852560852034,3.421225098002977,4.553040875965474,2.6753892326362814,0.2866050479276824,-1.2496501505970399,0.29074252906944464,-1.2353171832894378
ALSEBL_99474.txt,0.22558477500611956,3.2181527834982136e-4,NA,0.23214898000709547,2.1675788975352104e-4,NA,1.96,11.047000341117428,4.885330499999987,20.941793306032455,8.836000442504929,ALSEBL_99474,99474,099474,99474,227.21174752577568,ALSEBL,Alseis blackiana,high,1,1,2,0,1,1,NA,0,0,0,0,NA,1,0,2011;2012;2013;2014;2015;2016;2018;2019,2011;2012;2013;2015;2016,2011,2016,Lost lianas,228.04588580760685,NA,1.7,NA,1.6,4,2,alive,1109,55.07,2024-11-28,390,64,3223,30,NA,Tree leaning significantly and Liana roots hanging off,NA,NA,NA,NA,NA,Both,adhesive_roots,NA,NA,NA,NA,NA,-79.8492932285053,9.15531068976801,completed,643.7,470.3,390,3223,797.202471145,0.59851922873,-79.8492932285053,9.15531068976801,-16.47045444173142,36.52944718858669,22.721174752577568,2.2109998986124992,3.123297298175483,2.1788343356376485,1.586236939296245,3.0417468419871514,2.4021589287688765,0.48619846735099903,-0.7211383694066066,0.20014482034394976,-1.6087140727495162
