fid,sbpltnm,tag,species,quadrnt,tag6,lianas_2019,notes_2019,notes_2025,liana_tag_1,liana_tag_2,liana_tag_3,liana_tag_4,liana_tag_5,infestation_type,mode_l1,mode_l2,mode_l3,mode_l4,mode_l5,five_plus,x,y,priority
267,64,003111,Gustavia superba,3223,003111,5,NA,NA,01320762,NA,NA,NA,NA,Both,twining,adhesive_roots,NA,NA,NA,NA,-79.849263897613,9.15526531033197,completed
522,64,003115,Alseis blackiana,3223,003115,100,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8491518453577,9.15534277854563,completed
359,64,003116,Guazuma ulmifolia,3223,003116,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491676610966,9.15530804866512,NA
323,64,003119,Alseis blackiana,3223,003119,10,NA,NA,NA,NA,NA,NA,NA,Both,twining,scrambling,adhesive_roots,NA,NA,NA,-79.8492014045136,9.15523051836285,completed
523,64,003120,Alseis blackiana,3224,003120,100,NA,NA,01320758,01320770,NA,NA,NA,Both,prehensile_branches,scrambling,adhesive_roots,scrambling,NA,NA,-79.8492924855986,9.15540748821494,completed
58,64,003122,Ormosia coccinea,3224,003122,0,NA,Tree not dead as recorded by status ?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8492439972345,9.15551526166228,NA
360,64,003123,Gustavia superba,3224,003123,20,NA,NA,NA,NA,NA,NA,NA,Both,scrambling,adhesive_roots,NA,NA,NA,NA,-79.8492681628139,9.15552697722587,completed
96,64,003124,Pseudobombax septenatum,3224,003124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8492811560462,9.15557087289378,NA
489,64,003130,Alseis blackiana,3224,003130,95,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.849148502726507,9.15541052752219,completed
326,64,003131,Gustavia superba,3224,003131,10,NA,NA,01320791,NA,NA,NA,NA,Both,twining,scrambling,twining,adhesive_roots,NA,NA,-79.8492131706472,9.15543544239109,completed
399,64,003134,Alseis blackiana,3124,003134,50,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8494368637294,9.15554562634473,completed
467,64,003135,Alseis blackiana,3124,003135,90,NA,Many species present and lots of tendrils,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.8494843486753,9.1555418802026,completed
532,64,003141,Apeiba membranacea,3123,003141,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8494813223753,9.15539789399641,NA
524,64,003145,Alseis blackiana,3123,003145,100,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8493662121306,9.15535761767537,completed
518,59,003551,Alseis blackiana,2913,003551,100,NA,NA,01290333,01290296,01290332,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8499145590514,9.15360255193791,completed
668,59,003554,Alseis blackiana,2913,003554,0,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,tendrils,adhesive_roots,NA,NA,NA,-79.8498392676541,9.15351844153213,completed
75,59,003556,Pouteria reticulata,2913,003556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8498335188192,9.15352638201066,NA
449,59,003557,Guazuma ulmifolia,2912,003557,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.849893211415,9.15341086131418,NA
750,59,003559,Guapira standleyana,2912,003559,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8497991788732,9.15331613329435,NA
440,59,003560,Virola sebifera,2912,003560,75,NA,We couldn’t find it and there was a dead tree on floor in its place,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8497720233652,9.15326087673747,dead
34,59,003562,Jacaranda copaia,2912,003562,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8498144157618,9.15339901924876,completed
147,58,003599,Swartzia simplex,2906,003599,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8499106706027,9.15231564886169,NA
664,58,003600,Alseis blackiana,2906,003600,0,NA,Very low levels of infestation in crown,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,NA,-79.849934152206,9.15229566826415,completed
665,58,003602,Alseis blackiana,2906,003602,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8499735127885,9.15218847652053,completed
708,58,003603,Cavanillesia platanifolia,2906,003603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8499109257241,9.15220707015464,NA
90,58,003604,Protium tenuifolium,2906,003604,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8498741917739,9.15221572187442,NA
218,58,003605,Triplaris cumingiana,2906,003605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8498136494067,9.15220271696534,NA
728,58,003608,Ceiba pentandra,2905,003608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8499232953589,9.15209077680388,NA
56,58,003609,Ocotea whitei,2905,003609,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8499180669781,9.15210959432357,NA
666,58,003612,Alseis blackiana,2905,003612,0,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,twining,NA,NA,NA,NA,-79.8499102669009,9.15199711012365,completed
48,58,003613,Macrocnemum roseum,2905,003613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8498940952617,9.15206711926309,NA
106,58,003679,Quararibea asterolepis,2805,003679,0,NA,"Not infested, very asymmetrical crown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8501470762846,9.15202088825213,completed
105,58,003680,Quararibea asterolepis,2805,003680,0,NA,"Not infested, crown dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8501099525071,9.15204038452482,completed
704,58,003681,Brosimum alicastrum,2805,003681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8500889409082,9.15209302901407,NA
168,58,003682,Terminalia oblonga,2805,003682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8501168098786,9.15212840302864,NA
766,58,003685,Gustavia superba,2805,003685,0,NA,Twining around small tree next to it then onto main tree,NA,NA,NA,NA,NA,Direct,twining,NA,NA,NA,NA,NA,-79.8500091058367,9.15208476929372,completed
167,58,003686,Terminalia oblonga,2805,003686,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8500531790555,9.15204923113046,NA
471,59,003727,Garcinia intermedia,2812,003727,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8500686342287,9.15341979446291,NA
767,59,003728,Gustavia superba,2812,003728,0,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8500396943705,9.15341424425071,completed
686,59,003730,Aspidosperma spruceanum,2812,003730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8500005544887,9.15336308728231,NA
667,59,003731,Alseis blackiana,2812,003731,0,NA,NA,NA,NA,NA,NA,NA,Direct,twining,adhesive_roots,scrambling,NA,NA,NA,-79.849976129581,9.15335860164122,completed
339,59,003734,Tetragastris panamensis,2812,003734,10,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,twining,NA,NA,NA,NA,-79.8499586214161,9.15331364144857,completed
108,59,003735,Quararibea asterolepis,2812,003735,0,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8500168897387,9.15331389686894,completed
458,59,003738,Quararibea asterolepis,2813,003738,80,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8499770773036,9.15348441653974,completed
61,59,003742,Platymiscium pinnatum,2813,003742,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8500261527012,9.15346172366862,NA
482,59,003744,Quararibea asterolepis,2813,003744,90,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8500347608229,9.15347560188002,completed
391,51,004350,Prioria copaifera,2408,004350,30,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,prehensile_branches,prehensile_branches,scrambling,NA,NA,-79.8508405720906,9.15258931373604,completed
599,51,004352,Quararibea asterolepis,2408,004352,100,broken crown,NA,01240267,NA,NA,NA,NA,Both,twining,scrambling,prehensile_branches,twining,scrambling,NA,-79.8507370277794,9.15260736170564,completed
149,51,004356,Tabebuia guayacan,2409,004356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8508110253861,9.15280363244732,NA
195,51,004358,Trichilia tuberculata,2409,004358,0,NA,NA,NA,NA,NA,NA,NA,Direct,hooks,adhesive_roots,NA,NA,NA,NA,-79.8507793249546,9.15279888918589,completed
563,49,004516,Hirtella triandra,2317,004516,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8508745289517,9.15435778360238,NA
72,49,004520,Pouteria fossicola,2317,004520,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8509523753176,9.15419313680317,NA
104,49,004521,Quararibea asterolepis,2317,004521,0,sub:correcto(1,NA,NA,NA,NA,NA,NA,Direct,prehensile_branches,NA,NA,NA,NA,NA,-79.8509870657539,9.15424142107725,completed
703,49,004524,Brosimum alicastrum,2316,004524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8509561717694,9.15411273544242,NA
344,49,004525,Virola sebifera,2316,004525,10,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8509114150306,9.1541165784609,completed
387,49,004527,Hirtella triandra,2316,004527,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8509542185173,9.15401493721454,NA
251,49,004528,Alseis blackiana,2316,004528,5,sub:correcto(1,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8510074880536,9.15407835860974,completed
752,47,004601,Guarea guidonia,2303,004601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8509290734251,9.15177261327234,NA
453,47,004602,Ocotea whitei,2303,004602,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8510422328052,9.15179110260109,NA
373,47,004604,Trichilia tuberculata,2303,004604,20,NA,NA,01230068,NA,NA,NA,NA,Direct,prehensile_branches,adhesive_roots,NA,NA,NA,NA,-79.851025536106,9.15174888573673,completed
742,47,004606,Drypetes standleyi,2303,004606,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8509645375393,9.1516978588623,NA
82,47,004607,Prioria copaifera,2303,004607,0,NA,Crown not infested but lianas climbing directly up trunk with roots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8509572282118,9.15167316744205,completed
337,47,004608,Tetragastris panamensis,2302,004608,10,sub:correcto(1,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,adhesive_roots,NA,NA,NA,NA,-79.851097567517,9.15156864945603,completed
702,47,004609,Brosimum alicastrum,2302,004609,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8510581054249,9.15157720430697,completed
292,47,004610,Pseudobombax septenatum,2302,004610,5,NA,Crown not infested but lianas climbing directly up trunk with roots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.851049857094,9.15160405905234,completed
84,47,004611,Prioria copaifera,2302,004611,0,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8510353394207,9.15162797644736,completed
160,47,004616,Tabernaemontana arborea,2302,004616,0,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,prehensile_branches,NA,NA,NA,NA,-79.8510504374056,9.15151178000161,completed
394,47,004648,Prioria copaifera,2202,004648,40,NA,NA,01220066,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8511507666465,9.15153252946473,completed
83,47,004651,Prioria copaifera,2202,004651,0,NA,Crown not infested but lianas climbing directly up trunk with roots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8511061446313,9.15163410567865,completed
85,47,004652,Prioria copaifera,2203,004652,0,NA,"Lianas climbing all of trunk but don’t seem to be spreading among leaves in crown, so will it affect crown structure?",NA,NA,NA,NA,NA,Direct,adhesive_roots,adhesive_roots,adhesive_roots,adhesive_roots,NA,NA,-79.8511021839593,9.15166835168131,completed
743,47,004653,Drypetes standleyi,2203,004653,0,NA,"Lianas climbing all of trunk but don’t seem to be spreading among leaves in crown, so will it affect crown structure?",NA,NA,NA,NA,NA,Direct,NA,NA,NA,NA,NA,adhesive_roots,-79.8511784787747,9.15167377052072,completed
32,47,004654,Jacaranda copaia,2203,004654,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8512237269155,9.1517577199506,completed
33,47,004655,Jacaranda copaia,2203,004655,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8512084295046,9.1517779904841,completed
374,49,004726,Trichilia tuberculata,2216,004726,20,NA,Not much of the crown left/ stubby,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,scrambling,-79.8511053199779,9.1541433594039,completed
338,49,004728,Tetragastris panamensis,2216,004728,10,NA,"Looks like there was a tree fall next to it where that tree was highly infested, so there’s a massive mass of dead lianas next to focal tree.",NA,NA,NA,NA,NA,Direct,NA,NA,NA,NA,NA,scrambling,-79.8511496230911,9.15415216872584,completed
591,49,004731,Protium tenuifolium,2216,004731,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8511879427264,9.15402322168985,NA
468,49,004735,Chrysophyllum cainito,2217,004735,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8511423866515,9.15430303025932,NA
161,49,004738,Tabernaemontana arborea,2217,004738,0,NA,Crown not infested but lianas climbing directly up trunk with roots - reaching first bifurcation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8510752857047,9.15434589659463,completed
551,40,004929,Guapira standleyana,2004,004929,100,NA,NA,08376,01210092,01200147,01200126,08373,Both,NA,NA,NA,NA,NA,twining,-79.8514641807643,9.15193364856044,completed
685,40,004930,Aspidosperma spruceanum,2103,004930,0,NA,No tag found but si the canopy tree. Tag matches twiner,01210055,NA,NA,NA,NA,Direct,twining,adhesive_roots,scrambling,scrambling,NA,NA,-79.8513957695638,9.15173395599458,completed
662,47,004931,Alseis blackiana,2203,004931,0,NA,Crown not infested but lianas climbing directly up trunk with roots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.851277703986,9.15167457314747,completed
632,40,004978,Trichilia tuberculata,2003,004978,100,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,twining,prehensile_branches,adhesive_roots,NA,NA,-79.8515644659876,9.15170192985978,completed
14,40,004979,Trichilia tuberculata,2003,004979,25,NA,NA,01200084,01200073,NA,NA,NA,Both,adhesive_roots,twining,prehensile_branches,NA,NA,NA,-79.8515406273949,9.1517318514277,completed
410,40,004980,Prioria copaifera,2003,004980,50,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.8515611556958,9.15174343763141,completed
517,40,004984,Alseis blackiana,2004,004984,100,NA,NA,NA,NA,NA,NA,NA,Direct,NA,NA,NA,NA,NA,twining,-79.8515833782193,9.15188538988134,completed
727,36,005213,Ceiba pentandra,1908,005213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8517061551959,9.15265076080771,NA
367,36,005215,Prioria copaifera,1908,005215,20,NA,Tree coming out of a huge,NA,NA,NA,NA,NA,Both,adhesive_roots,adhesive_roots,NA,NA,NA,NA,-79.8517093372935,9.15263820466367,completed
630,36,005216,Trichilia tuberculata,1908,005216,100,NA,NA,01190250,01190251,NA,NA,NA,Both,scrambling,twining,prehensile_branches,twining,scrambling,NA,-79.8517311340156,9.15269055706894,completed
194,36,005219,Trichilia tuberculata,1907,005219,0,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,NA,NA,NA,NA,NA,-79.8516198534131,9.15256897584607,completed
193,36,005220,Trichilia tuberculata,1907,005220,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8516597017808,9.15249890093302,completed
689,36,005221,Astronium graveolens,1907,005221,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8516289088063,9.15244351590868,NA
550,36,005222,Eugenia nesiotica,1907,005222,100,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8516261792992,9.15241808201286,NA
12,36,005223,Tetragastris panamensis,1907,005223,25,NA,NA,01190240,NA,NA,NA,NA,Both,twining,scrambling,scrambling,NA,NA,NA,-79.8516888341454,9.15244835418413,completed
629,36,005224,Trichilia tuberculata,1907,005224,100,sub:correcto(1,Crown is very highly infested,110214,01180316,12843,NA,NA,Both,NA,NA,NA,NA,twining,NA,-79.8517766282948,9.15248856702623,completed
579,36,005225,Platymiscium pinnatum,1907,005225,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8517024752458,9.15244883805505,NA
515,36,005316,Alseis blackiana,1807,005316,100,broken crown,NA,12823,180242,NA,NA,NA,Both,NA,NA,NA,NA,NA,scrambling,-79.8519469857036,9.15253713514402,completed
369,36,005317,Quararibea asterolepis,1807,005317,20,NA,NA,NA,NA,NA,NA,NA,Both,scrambling,NA,NA,NA,NA,NA,-79.8518967752691,9.15259145909425,completed
271,36,005318,Heisteria concinna,1808,005318,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8518083019938,9.15262089998802,NA
7,36,005319,Prioria copaifera,1808,005319,25,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8518218476896,9.15264943165226,completed
371,36,005322,Tetragastris panamensis,1808,005322,20,NA,NA,12849,NA,NA,NA,NA,Both,twining,NA,NA,NA,NA,NA,-79.851963520993,9.15260920818583,completed
485,36,005323,Trichilia tuberculata,1808,005323,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8519415365231,9.15268896512316,dead
385,36,005324,Heisteria concinna,1808,005324,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8518327654458,9.15275116751012,NA
588,31,005537,Prioria copaifera,1708,005537,100,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,prehensile_branches,-79.851976228561,9.15276258662267,completed
620,31,005538,Tetragastris panamensis,1708,005538,100,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.8519967847097,9.15269725743132,completed
327,31,005539,Heisteria concinna,1708,005539,10,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,prehensile_branches,NA,NA,NA,NA,-79.8520078896832,9.15264154730689,completed
431,31,005540,Alseis blackiana,1708,005540,75,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,adhesive_roots,NA,NA,NA,NA,-79.8520077603258,9.15264516222161,completed
446,31,005541,Eugenia nesiotica,1708,005541,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8521278698055,9.1526476096067,NA
582,31,005542,Pouteria reticulata,1707,005542,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8520732690905,9.15259590501841,NA
761,28,005631,Guatteria dumetorum,1604,005631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8522089670355,9.15191027695154,NA
765,28,005632,Gustavia superba,1604,005632,0,NA,NA,01170155,01160209,01170157,NA,NA,Both,twining,twining,twining,adhesive_roots,adhesive_roots,NA,-79.8521920119771,9.15190062736442,completed
60,28,005633,Platymiscium pinnatum,1604,005633,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8522035441683,9.15193451701295,NA
437,28,005634,Swartzia simplex,1604,005634,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8522157909099,9.15197386169336,NA
598,28,005636,Quararibea asterolepis,1604,005636,100,NA,NA,01150215,NA,NA,NA,NA,Both,twining,NA,NA,NA,NA,NA,-79.8523414889455,9.15202356130713,completed
281,28,005640,Lindackeria laurina,1605,005640,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8523083306176,9.15208482437747,NA
407,31,005648,Heisteria concinna,1607,005648,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8523190370454,9.15249693262691,NA
270,31,005651,Heisteria concinna,1607,005651,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8521896748143,9.15257469354255,NA
44,31,005654,Lonchocarpus heptaphyllus,1608,005654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8523168715493,9.15270950701174,NA
81,31,005655,Prioria copaifera,1608,005655,0,broken crown,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,NA,NA,NA,NA,NA,-79.8523269101867,9.15275963243304,completed
501,28,005883,Alchornea costaricensis,1505,005883,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8523665416809,9.15223891041042,NA
26,28,005885,Jacaranda copaia,1505,005885,0,NA,NA,NA,NA,NA,NA,NA,Both,twining,NA,NA,NA,NA,NA,-79.8523594561494,9.15213188121089,completed
345,28,005891,Alseis blackiana,1504,005891,15,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8523929992422,9.15198376169835,completed
301,28,005892,Tabernaemontana arborea,1504,005892,5,NA,NA,NA,NA,NA,NA,NA,Both,tendrils,prehensile_branches,NA,NA,NA,NA,-79.8524144707741,9.15201981424099,completed
648,28,005894,Virola surinamensis,1504,005894,100,NA,NA,NA,NA,NA,NA,NA,Direct,twining,adhesive_roots,NA,NA,NA,NA,-79.8523999468126,9.15191704528387,completed
250,28,005895,Alseis blackiana,1504,005895,5,NA,One twining one is tag ID,01150208,NA,NA,NA,NA,Both,adhesive_roots,twining,twining,tendrils,NA,NA,-79.8524640937104,9.151905745548,completed
103,28,005896,Quararibea asterolepis,1504,005896,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8525097946021,9.1519517054321,completed
455,23,005943,Prioria copaifera,1404,005943,80,NA,Crown is very highly infested,NA,NA,NA,NA,NA,Both,adhesive_roots,scrambling,scrambling,NA,NA,NA,-79.8526150600855,9.1519364333629,completed
187,23,005944,Trichilia tuberculata,1404,005944,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8526072303694,9.15190086416132,completed
412,23,005945,Quararibea asterolepis,1404,005945,50,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,twining,prehensile_branches,NA,NA,NA,-79.8526835952534,9.15200582460261,completed
74,23,005949,Pouteria reticulata,1404,005949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8526547878156,9.15204733379974,NA
404,23,005950,Guapira standleyana,1404,005950,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8526171444857,9.15205595357708,NA
366,23,005953,Prioria copaifera,1405,005953,20,NA,Tag appeared to be swallowed by tree so doublecheck this is the correct one.,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,prehensile_branches,-79.8526576195686,9.15217140498365,completed
158,24,005986,Tabernaemontana arborea,1410,005986,0,NA,NA,NA,NA,NA,NA,NA,Direct,scrambling,prehensile_branches,adhesive_roots,NA,NA,NA,-79.8525754255168,9.15304081423944,completed
172,24,005987,Tetragastris panamensis,1410,005987,0,sub:correcto(1,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8526655894219,9.15304039031223,completed
59,24,005988,Platymiscium pinnatum,1410,005988,0,no leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8526735457605,9.15302166940356,NA
191,24,005989,Trichilia tuberculata,1410,005989,0,NA,Very low levels of infestation in crown,NA,NA,NA,NA,NA,Both,adhesive_roots,NA,NA,NA,NA,NA,-79.8526539975614,9.15310965628688,completed
331,24,005993,Prioria copaifera,1411,005993,10,sub:correcto(1,NA,NA,NA,NA,NA,NA,Direct,prehensile_branches,scrambling,adhesive_roots,NA,NA,NA,-79.8526436741222,9.15321968841849,completed
659,24,006184,Alseis blackiana,1311,006184,0,NA,"Almost dead, crown very broken. Not infested.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8527934053137,9.1532087071127,completed
619,24,006185,Tetragastris panamensis,1311,006185,100,NA,NA,01130492,01130468,NA,NA,NA,Both,twining,twining,scrambling,scrambling,NA,NA,-79.8527768421765,9.15323888663495,completed
171,24,006186,Tetragastris panamensis,1311,006186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8527738840243,9.15319444170246,dead
157,24,006189,Tabernaemontana arborea,1310,006189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8527224967968,9.15310394036563,dead
303,24,006190,Tetragastris panamensis,1310,006190,5,NA,NA,01130451,NA,NA,NA,NA,Both,scrambling,NA,NA,NA,NA,NA,-79.8527177851331,9.15305762321902,completed
43,24,006192,Lonchocarpus heptaphyllus,1310,006192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8528185396651,9.15311729793462,NA
701,24,006193,Brosimum alicastrum,1310,006193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.85286108833,9.153124235268,NA
148,24,006194,Tabebuia guayacan,1310,006194,0,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8528577723342,9.15306439444414,NA
448,23,006226,Guarea guidonia,1304,006226,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8529000337115,9.15191214651731,NA
541,23,006227,Chrysophyllum argenteum,1304,006227,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8528962688973,9.1519663070081,NA
562,20,006523,Hirtella triandra,1115,006523,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8530999606093,9.15408012971652,NA
156,20,006531,Tabernaemontana arborea,1114,006531,0,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,scrambling,NA,NA,NA,NA,-79.8531521070983,9.15376888275876,completed
