tag6,species,sbpltnm,height_2011,dbh_2011,log_height_2011,log_dbh_2011,slenderness_2011,log_slender_2011,lianas_2011,lianas_2012,lianas_2019,h2_2011_category,gained_by_2019
235969,GUATDU,11,29.1,406.17070228162265,3.370738174177447,3.7041884272133,0.716447538843489,-0.33345025303585335,0,0,0,remained uninfested,0
633214,GUAZUL,68,18.4,200.5192743293704,2.91235066461494,2.998325280450815,0.9176175238783476,-0.08597461583587489,0,2,0,remained uninfested,0
103333,GUAZUL,NA,19.3,371.0394057713344,2.9601050959108397,3.6137231789900475,0.5201603845790514,-0.6536180830792078,0,0,0,remained uninfested,0
446320,GUAZUL,NA,19.7,209.4714396688535,2.9806186357439426,3.0420023109119003,0.9404623385003265,-0.061383675167957424,0,0,0,remained uninfested,0
131222,GUAZUL,NA,23.6,288.6067991125432,3.1612467120315646,3.3624801120167382,0.8177215530808443,-0.20123339998517367,0,2,1,gained infestation,1
633191,GUAZUL,68,24,348.8404298799864,3.1780538303479458,3.552029503676749,0.6879936482206739,-0.3739756733288034,0,0,0,remained uninfested,0
156635,GUAZUL,NA,24.5,277.22548266571545,3.1986731175506815,3.3222460989050058,0.8837571410974019,-0.12357298135432437,0,0,1,gained infestation,1
067800,GUSTSU,NA,13.7,225.48427143288853,2.617395832834079,3.115665313772773,0.6075811812921756,-0.49826948093869367,0,0,0,remained uninfested,0
003685,GUSTSU,58,14.2,239.4423869745513,2.653241964607215,3.1757277394889774,0.593044538998403,-0.5224857748817624,0,0,1,gained infestation,1
000443,HEISCO,92,18.9,293.5433715280483,2.9391619220655967,3.37944030887643,0.6438571547916588,-0.44027838681083337,0,1,0,remained uninfested,0
005318,HEISCO,36,20.9,315.5332720421895,3.039749158970765,3.451679041563796,0.6623707181411123,-0.4119298825930307,0,2,1,gained infestation,1
036918,HIRTTR,NA,14.5,231.55937440047856,2.6741486494265287,3.1422512245395837,0.6261892889260644,-0.46810257511305503,0,1,0,remained uninfested,0
002271,HIRTTR,NA,16.7,215.21692291181935,2.8154087194227095,3.069061370267848,0.7759612847379328,-0.2536526508451387,0,0,0,remained uninfested,0
003863,HURACR,NA,35.8,962.938574333461,3.5779478934066544,4.567404531030806,0.37177864667827326,-0.9894566376241511,0,0,0,remained uninfested,0
006208,HURACR,NA,36.9,1235.312928632338,3.6082115510464816,4.816494507479819,0.29870973698019493,-1.208282956433337,0,0,0,remained uninfested,0
003632,HURACR,NA,38.4,1004.5013340592585,3.648057459593681,4.609661419342947,0.3822792334662511,-0.9616039597492659,0,0,0,remained uninfested,0
004700,HURACR,NA,39.6,1275.2825808613761,3.6788291182604347,4.8483379720898645,0.3105194142403529,-1.16950885382943,0,0,0,remained uninfested,0
004052,HURACR,NA,42.6,1537.434611183276,3.751854253275325,5.03528537647054,0.27708495496412167,-1.2834311231952154,0,0,0,remained uninfested,0
003650,HURACR,NA,43.6,1298.2986827888142,3.775057150354989,4.866224887805533,0.3358241102605519,-1.0911677374505446,0,0,0,remained uninfested,0
003971,HYERAL,NA,35.4,833.3533933353436,3.5667118201397288,4.422872700906823,0.4247897744595244,-0.8561608807670944,0,0,0,remained uninfested,0
004043,HYERAL,NA,36.9,835.0286577052917,3.6082115510464816,4.4248809518730114,0.4419010013548923,-0.8166694008265295,0,0,0,remained uninfested,0
421138,JAC1CO,NA,16.8,201.32076114323692,2.8213788864092133,3.0023143696701142,0.8344891954807897,-0.18093548326090103,0,0,0,remained uninfested,0
000160,JAC1CO,NA,24.9,480.3285759526023,3.214867803470662,3.8718853099564705,0.518395141297133,-0.6570175064858086,0,0,0,remained uninfested,0
257705,JAC1CO,NA,26.1,503.92494759339314,3.261935314328648,3.9198422504834336,0.5179342702647769,-0.6579069361547859,0,0,0,remained uninfested,0
194113,JAC1CO,NA,26.5,323.3602778495202,3.2771447329921766,3.476182019918442,0.8195193354061909,-0.19903728692626577,0,0,0,remained uninfested,0
206389,JAC1CO,19,26.7,267.9918410760088,3.2846635654062037,3.288371443307155,0.996298987789977,-0.0037078779009512212,0,0,0,remained uninfested,0
155642,JAC1CO,NA,27.4,439.97570275674224,3.3105430133940246,3.784134411386121,0.6227616622536349,-0.4735913979920967,0,1,0,remained uninfested,0
006091,JAC1CO,NA,27.8,533.5660234958644,3.3250360206965914,3.976997725471886,0.5210226809019347,-0.6519617047752948,0,0,0,remained uninfested,0
005390,JAC1CO,NA,28.2,613.9009866059267,3.339321977944068,4.117248562549902,0.45935746342271394,-0.7779265846058339,0,0,0,remained uninfested,0
000486,JAC1CO,NA,28.5,661.0860077071532,3.349904087274605,4.191298855953074,0.4311088068381094,-0.84139476867847,0,0,0,remained uninfested,0
185937,JAC1CO,28,28.9,423.6907473251641,3.3638415951183864,3.7464187266024367,0.6821012774635957,-0.3825771314840503,0,0,0,remained uninfested,0
206350,JAC1CO,19,29.1,474.67140655382906,3.370738174177447,3.8600376959772453,0.6130556759521174,-0.4892995217997984,0,0,0,remained uninfested,0
000192,JAC1CO,NA,29.1,549.5556908104302,3.370738174177447,4.006525023867902,0.5295186727497301,-0.6357868496904554,0,0,0,remained uninfested,0
180870,JAC1CO,28,29.7,480.7400561275386,3.391147045808654,3.872741607178842,0.6177974899624487,-0.4815945613701878,0,0,0,remained uninfested,0
006075,JAC1CO,NA,29.8,524.4387690101039,3.3945083935113587,3.959743586388012,0.5682264882180339,-0.5652351928766531,0,0,0,remained uninfested,0
041726,JAC1CO,NA,29.9,454.2752953463631,3.3978584803966405,3.816118298689701,0.6581911960940487,-0.41825981829306025,0,0,0,remained uninfested,0
156239,JAC1CO,NA,29.9,498.5773635073052,3.3978584803966405,3.90917367695911,0.5997063282148368,-0.5113151965624696,0,0,0,remained uninfested,0
155636,JAC1CO,NA,30.4,448.4959743029902,3.414442608412176,3.803314612551456,0.6778210227470779,-0.3888720041392801,0,0,0,remained uninfested,0
155537,JAC1CO,NA,31.4,448.0672122617707,3.4468078929142076,3.802358155537983,0.7007877198043099,-0.35555026262377526,0,0,0,remained uninfested,0
001237,JAC1CO,NA,31.6,628.1925554986354,3.4531571205928664,4.1402616435128,0.503030475662309,-0.6871045229199334,0,0,0,remained uninfested,0
000086,JAC1CO,NA,31.9,499.2889404866956,3.462606009790799,3.910599874230542,0.6389086040821292,-0.44799386443974326,0,0,0,remained uninfested,0
006277,JAC1CO,NA,31.9,841.3437363034877,3.462606009790799,4.432415206784019,0.37915537518773534,-0.9698091969932201,0,0,0,remained uninfested,0
005041,JAC1CO,NA,32.2,659.5431992443722,3.4719664525503626,4.188962380042161,0.4882166935674724,-0.7169959274917984,0,0,1,gained infestation,1
191432,JAC1CO,NA,33.1,589.8944290447289,3.4995332823830174,4.0773584940726595,0.5611173520252076,-0.5778252116896425,0,0,0,remained uninfested,0
005885,JAC1CO,28,33.1,664.8534349558269,3.4995332823830174,4.19698152480781,0.4978540872274982,-0.6974482424247923,0,0,0,remained uninfested,0
006898,JAC1CO,NA,34.1,583.0676884560293,3.529297384289471,4.065718190315097,0.5848377585507651,-0.5364208060256263,0,0,0,remained uninfested,0
007503,JAC1CO,NA,34.1,734.8889993007127,3.529297384289471,4.297134373454343,0.46401565450629995,-0.7678369891648715,0,0,0,remained uninfested,0
008302,JAC1CO,NA,35.9,889.6450959193443,3.580737295494233,4.488237521572836,0.40353170230092195,-0.907500226078603,0,0,0,remained uninfested,0
007708,JAC1CO,NA,36.7,802.9420859780181,3.6027767550605247,4.385697496282079,0.4570690793383662,-0.7829207412215539,0,0,0,remained uninfested,0
066921,LACMPA,74,18.5,236.84409347477856,2.917770732084279,3.1648169982339773,0.7811045539951393,-0.24704626614969805,0,0,0,remained uninfested,0
064185,LONCLA,77,26.1,269.33668904925446,3.261935314328648,3.2933771361226145,0.9690473322491542,-0.03144182179396659,0,0,0,remained uninfested,0
005654,LONCLA,31,30.3,410.05246160342796,3.4111477125153233,3.7137000136490603,0.7389298403798852,-0.30255230113373693,0,0,0,remained uninfested,0
006192,LONCLA,24,32.5,469.2732160245825,3.481240089335692,3.8486000559947846,0.6925603015514423,-0.36735996665909276,0,0,0,remained uninfested,0
004893,LUEHSE,NA,27.4,587.9060225527797,3.3105430133940246,4.0739820165406,0.46606088301366466,-0.7634390031465754,0,1,0,remained uninfested,0
002374,LUEHSE,NA,33.7,857.587851256242,3.517497837358316,4.451538531242958,0.3929626562530519,-0.934040693884642,0,0,0,remained uninfested,0
042275,MACRGL,82,20.5,323.5204295067696,3.0204248861443626,3.4766771704421795,0.6336539559883047,-0.45625228429781717,0,1,0,remained uninfested,0
435304,MICOAR,69,16.8,200.3279993023402,2.8213788864092133,2.997370926739912,0.8386246584854574,-0.17599204033069873,0,0,1,gained infestation,1
251599,MICOAR,NA,19.5,222.76751959065595,2.970414465569701,3.1035436216249863,0.8753520277925622,-0.13312915605528522,0,0,0,remained uninfested,0
004869,MYROFR,NA,32.7,464.4941112011219,3.487375077903208,3.8383637874639236,0.7039917021863209,-0.35098870956071576,0,0,0,remained uninfested,0
244145,NECTCI,NA,22.6,292.68342673579895,3.1179499062782403,3.376506477084305,0.772165347797458,-0.25855657080606465,0,1,0,remained uninfested,0
821506,OCHRPY,NA,24.4,321.03910341840714,3.1945831322991562,3.468977840219647,0.7600320253884996,-0.2743947079204907,0,0,0,remained uninfested,0
539281,OCOTOB,77,23.9,339.9573607352706,3.173878458937465,3.5262351071495743,0.703029343100803,-0.3523566482121094,0,0,0,remained uninfested,0
000913,OCOTWH,NA,30.9,861.1774135660818,3.4307561839036995,4.455715445452378,0.3588110825160292,-1.024959261548678,NA,0,0,remained uninfested,0
001364,OCOTWH,NA,31.7,814.5770387899714,3.456316680883235,4.4000839147250055,0.38915901738513714,-0.9437672338417705,0,1,1,gained infestation,1
002015,ORMOCR,NA,38.9,902.3746355645573,3.6609942506244004,4.502444679602676,0.4310848118604619,-0.8414504289782758,0,0,2,gained infestation,1
006831,PIT1MA,NA,37.1,924.0069485638194,3.6136169696133895,4.526134498710077,0.4015121321074955,-0.9125175290966868,0,0,0,remained uninfested,0
006444,PLA2EL,NA,34.9,683.1104536444964,3.5524868292083815,4.2240714718684975,0.5108983446791552,-0.6715846426601165,0,0,0,remained uninfested,0
005337,PLA2EL,NA,35.5,865.1398209135632,3.56953269648137,4.4603060435497035,0.41033829609776834,-0.8907733470683337,0,0,0,remained uninfested,0
007072,PLA2EL,NA,39.7,1188.2728062021479,3.681351187693145,4.777671015416791,0.3340983635473879,-1.0963198277236461,0,0,0,remained uninfested,0
001280,POULAR,82,26.5,324.5040266933352,3.2771447329921766,3.479712851989396,0.8166308526286237,-0.2025681189972198,0,0,0,remained uninfested,0
041568,POULAR,NA,26.9,435.0230274731064,3.292126286607793,3.7728138734133245,0.6183580707497831,-0.48068758680553125,NA,0,0,remained uninfested,0
000871,POULAR,NA,30.1,461.50103139450846,3.40452517175483,3.831899195820705,0.6522195607894403,-0.42737402406587494,0,0,0,remained uninfested,0
000363,POULAR,94,32.1,502.99256951041156,3.4688560301359703,3.9179903046514752,0.6381804015762017,-0.4491342745155049,0,1,0,remained uninfested,0
004621,POULAR,NA,32.2,831.0785110129589,3.4719664525503626,4.42013917515192,0.3874483526322089,-0.9481727226015578,0,0,2,gained infestation,1
001099,POULAR,NA,32.3,963.5527979218924,3.475067230228611,4.568042191409762,0.33521774903940765,-1.0929749611811508,0,1,3,gained infestation,1
218488,POULAR,NA,32.7,495.7731521739514,3.487375077903208,3.903533374624417,0.6595758535251741,-0.41615829672120924,0,0,0,remained uninfested,0
